vftable_va	locator_va	type_va	subobject_offset	first_entry_va	class
0x1404d5118	0x140514430	0x1405d6660	384	0x14013d640	CEm029Cart
0x1404d5280	0x140514458	0x1405d6660	592	0x14013d64c	CEm029Cart
0x1404d5438	0x140514480	0x1405d6688	0	0x140142f30	CEm029Shl00
0x1404d5480	0x140514520	0x1405d6688	96	0x140142f0c	CEm029Shl00
0x1404d5578	0x140514548	0x1405d6688	208	0x140142f18	CEm029Shl00
0x1404d5608	0x140514570	0x1405d66b0	0	0x140143b50	CEm029Shl01
0x1404d5650	0x140514610	0x1405d66b0	96	0x140143b2c	CEm029Shl01
0x1404d5748	0x140514638	0x1405d66b0	208	0x140143b38	CEm029Shl01
0x1404d57c8	0x140514660	0x1405d66d8	0	0x1401448c0	CEm029Shl02
0x1404d5810	0x140514700	0x1405d66d8	96	0x14014489c	CEm029Shl02
0x1404d5908	0x140514728	0x1405d66d8	208	0x1401448a8	CEm029Shl02
0x1404d5988	0x140514750	0x1405d6700	0	0x140145750	CEm029Shl03
0x1404d59d0	0x1405147f0	0x1405d6700	96	0x140145730	CEm029Shl03
0x1404d5ac8	0x140514818	0x1405d6700	208	0x14014573c	CEm029Shl03
0x1404d5b88	0x140514840	0x1405d6728	0	0x140146ed0	CEm029Shl04
0x1404d5bd0	0x1405148e0	0x1405d6728	96	0x140146eb0	CEm029Shl04
0x1404d5cc8	0x140514908	0x1405d6728	208	0x140146ebc	CEm029Shl04
0x1404d5dc8	0x140514930	0x1405d6750	0	0x140148310	CEm029Shl05
0x1404d5e10	0x1405149d0	0x1405d6750	96	0x1401482ec	CEm029Shl05
0x1404d5f08	0x1405149f8	0x1405d6750	208	0x1401482f8	CEm029Shl05
0x1404d5fa0	0x140514a20	0x1405d6778	0	0x140148e00	CEm030
0x1404d6018	0x140514af0	0x1405d6778	96	0x140148de4	CEm030
0x1404d6110	0x140514b18	0x1405d6778	208	0x140148df0	CEm030
0x1404d6130	0x140514b40	0x1405d6778	272	0x140148dc0	CEm030
0x1404d61e8	0x140514b68	0x1405d6778	384	0x140148dcc	CEm030
0x1404d6350	0x140514b90	0x1405d6778	592	0x140148dd8	CEm030
0x1404d64d0	0x140514bb8	0x1405d6798	0	0x14014fcd0	CEm030Shl00
0x1404d6518	0x140514c58	0x1405d6798	96	0x14014fcb4	CEm030Shl00
0x1404d6610	0x140514c80	0x1405d6798	208	0x14014fcc0	CEm030Shl00
0x1404d66b0	0x140514ca8	0x1405d67c0	0	0x1401508c0	CEm030Shl01
0x1404d66f8	0x140514d48	0x1405d67c0	96	0x1401508a0	CEm030Shl01
0x1404d67f0	0x140514d70	0x1405d67c0	208	0x1401508ac	CEm030Shl01
0x1404d68b8	0x140514d98	0x1405d67e8	0	0x140152fe0	CEm031
0x1404d6930	0x140514e70	0x1405d67e8	96	0x140152fc0	CEm031
0x1404d6a28	0x140514e98	0x1405d67e8	208	0x140152fcc	CEm031
0x1404d6a48	0x140514ec0	0x1405d67e8	272	0x140152f9c	CEm031
0x1404d6b00	0x140514ee8	0x1405d67e8	384	0x140152fa8	CEm031
0x1404d6c68	0x140514f10	0x1405d67e8	592	0x140152fb4	CEm031
0x1404d6e80	0x140514f38	0x1405d6808	0	0x14015a9b0	CEm031Shl00
0x1404d6ef8	0x140514fe0	0x1405d6808	96	0x14015a990	CEm031Shl00
0x1404d6ff0	0x140515008	0x1405d6808	208	0x14015a99c	CEm031Shl00
0x1404d7010	0x140515030	0x1405d6808	272	0x14015a984	CEm031Shl00
0x1404d7168	0x140515058	0x1405d6830	0	0x14015cba0	CDamageHaine2
0x1404d7198	0x1405150e8	0x1405d6830	8	0x14015cb50	CDamageHaine2
0x1404d71b8	0x140515110	0x1405d6858	0	0x14015cbf0	CEm032
0x1404d7230	0x1405151e0	0x1405d6858	96	0x14015cb80	CEm032
0x1404d7328	0x140515208	0x1405d6858	208	0x14015cb8c	CEm032
0x1404d7348	0x140515230	0x1405d6858	272	0x14015cb5c	CEm032
0x1404d7400	0x140515258	0x1405d6858	384	0x14015cb68	CEm032
0x1404d7568	0x140515280	0x1405d6858	592	0x14015cb74	CEm032
0x1404d76f0	0x1405152a8	0x1405d6878	0	0x140162e40	CEm032Shl00
0x1404d7738	0x140515348	0x1405d6878	96	0x140162e1c	CEm032Shl00
0x1404d7830	0x140515370	0x1405d6878	208	0x140162e28	CEm032Shl00
0x1404d78f0	0x140515398	0x1405d68a0	0	0x140163950	CEm032Shl01
0x1404d7938	0x140515438	0x1405d68a0	96	0x140163938	CEm032Shl01
0x1404d7a30	0x140515460	0x1405d68a0	208	0x140163944	CEm032Shl01
0x1404d7b08	0x140515488	0x1405d68c8	0	0x140164c50	CEm033
0x1404d7b80	0x140515560	0x1405d68c8	96	0x140164c38	CEm033
0x1404d7c78	0x140515588	0x1405d68c8	208	0x140164c44	CEm033
0x1404d7c98	0x1405155b0	0x1405d68c8	272	0x140164c14	CEm033
0x1404d7d50	0x1405155d8	0x1405d68c8	384	0x140164c20	CEm033
0x1404d7eb8	0x140515600	0x1405d68c8	592	0x140164c2c	CEm033
0x1404d80e8	0x140515628	0x1405d68e8	0	0x140168840	CEm034
0x1404d8168	0x1405156f8	0x1405d68e8	96	0x140168820	CEm034
0x1404d8260	0x140515720	0x1405d68e8	208	0x14016882c	CEm034
0x1404d8280	0x140515748	0x1405d68e8	272	0x1401687fc	CEm034
0x1404d8338	0x140515770	0x1405d68e8	384	0x140168808	CEm034
0x1404d84a0	0x140515798	0x1405d68e8	592	0x140168814	CEm034
0x1404d8588	0x1405157c0	0x1405d6908	0	0x1401721d0	CEm034Shl00
0x1404d85d0	0x140515860	0x1405d6908	96	0x1401721ac	CEm034Shl00
0x1404d86c8	0x140515888	0x1405d6908	208	0x1401721b8	CEm034Shl00
0x1404d8738	0x1405158b0	0x1405d6930	0	0x140172960	CEm034Shl01
0x1404d8780	0x140515950	0x1405d6930	96	0x14017293c	CEm034Shl01
0x1404d8878	0x140515978	0x1405d6930	208	0x140172948	CEm034Shl01
0x1404d88e8	0x1405159a0	0x1405d6958	0	0x1401735e0	CEm034Shl02
0x1404d8930	0x140515a40	0x1405d6958	96	0x1401735bc	CEm034Shl02
0x1404d8a28	0x140515a68	0x1405d6958	208	0x1401735c8	CEm034Shl02
0x1404d8a98	0x140515a90	0x1405d6980	0	0x140174010	CEm034Shl03
0x1404d8ae0	0x140515b30	0x1405d6980	96	0x140173fec	CEm034Shl03
0x1404d8bd8	0x140515b58	0x1405d6980	208	0x140173ff8	CEm034Shl03
0x1404d8c48	0x140515b80	0x1405d69a8	0	0x1401751a0	CEm034Shl04
0x1404d8c90	0x140515c20	0x1405d69a8	96	0x14017517c	CEm034Shl04
0x1404d8d88	0x140515c48	0x1405d69a8	208	0x140175188	CEm034Shl04
0x1404d8df8	0x140515c70	0x1405d69d0	0	0x140175aa0	CEm034Shl05
0x1404d8e40	0x140515d10	0x1405d69d0	96	0x140175a7c	CEm034Shl05
0x1404d8f38	0x140515d38	0x1405d69d0	208	0x140175a88	CEm034Shl05
0x1404d8ff8	0x140515d60	0x1405d69f8	0	0x140176d20	CEm035
0x1404d9078	0x140515e28	0x1405d69f8	96	0x140176d08	CEm035
0x1404d9170	0x140515e50	0x1405d69f8	208	0x140176d14	CEm035
0x1404d9190	0x140515e78	0x1405d69f8	272	0x140176ce4	CEm035
0x1404d9248	0x140515ea0	0x1405d69f8	384	0x140176cf0	CEm035
0x1404d93b0	0x140515ec8	0x1405d69f8	592	0x140176cfc	CEm035
0x1404d9468	0x140515ef0	0x1405d6a18	0	0x140187590	CEm035Shl00
0x1404d94b0	0x140515f90	0x1405d6a18	96	0x140187570	CEm035Shl00
0x1404d95a8	0x140515fb8	0x1405d6a18	208	0x14018757c	CEm035Shl00
0x1404d9618	0x140515fe0	0x1405d6a40	0	0x1401884d0	CEm035Shl01
0x1404d9660	0x140516080	0x1405d6a40	96	0x1401884b0	CEm035Shl01
0x1404d9758	0x1405160a8	0x1405d6a40	208	0x1401884bc	CEm035Shl01
0x1404d9818	0x1405160d0	0x1405d6a68	0	0x140188ba0	CEm035Shl02
0x1404d9860	0x140516170	0x1405d6a68	96	0x140188b80	CEm035Shl02
0x1404d9958	0x140516198	0x1405d6a68	208	0x140188b8c	CEm035Shl02
0x1404d9a20	0x1405161c0	0x1405d6a90	0	0x14018ad00	CEm037
0x1404d9a98	0x140516290	0x1405d6a90	96	0x14018ace4	CEm037
0x1404d9b90	0x1405162b8	0x1405d6a90	208	0x14018acf0	CEm037
0x1404d9bb0	0x1405162e0	0x1405d6a90	272	0x14018acc0	CEm037
0x1404d9c68	0x140516308	0x1405d6a90	384	0x14018accc	CEm037
0x1404d9dd0	0x140516330	0x1405d6a90	592	0x14018acd8	CEm037
0x1404d9fc8	0x140516358	0x1405d6ab0	0	0x1401963e0	CEm037Ball
0x1404da040	0x140516428	0x1405d6ab0	96	0x1401963c0	CEm037Ball
0x1404da138	0x140516450	0x1405d6ab0	208	0x1401963cc	CEm037Ball
0x1404da158	0x140516478	0x1405d6ab0	272	0x14019639c	CEm037Ball
0x1404da210	0x1405164a0	0x1405d6ab0	384	0x1401963a8	CEm037Ball
0x1404da378	0x1405164c8	0x1405d6ab0	592	0x1401963b4	CEm037Ball
0x1404da420	0x1405164f0	0x1405d6ad8	0	0x140197ef0	CEm037Shl00
0x1404da468	0x140516590	0x1405d6ad8	96	0x140197ecc	CEm037Shl00
0x1404da560	0x1405165b8	0x1405d6ad8	208	0x140197ed8	CEm037Shl00
0x1404da5b0	0x1405165e0	0x1405d6b00	0	0x1401996b0	CEm037Shl00Ctrl
0x1404da5f8	0x140516680	0x1405d6b00	96	0x140199698	CEm037Shl00Ctrl
0x1404da6f0	0x1405166a8	0x1405d6b00	208	0x1401996a4	CEm037Shl00Ctrl
0x1404da760	0x1405166d0	0x1405d6b28	0	0x140199ea0	CEm037Shl01
0x1404da7a8	0x140516770	0x1405d6b28	96	0x140199e7c	CEm037Shl01
0x1404da8a0	0x140516798	0x1405d6b28	208	0x140199e88	CEm037Shl01
0x1404da8e8	0x1405167c0	0x1405d6b50	0	0x14019b530	CEm037Shl01Ctrl
0x1404da930	0x140516860	0x1405d6b50	96	0x14019b510	CEm037Shl01Ctrl
0x1404daa28	0x140516888	0x1405d6b50	208	0x14019b51c	CEm037Shl01Ctrl
0x1404daa98	0x1405168b0	0x1405d6b78	0	0x14019be80	CEm037Shl02
0x1404daae0	0x140516950	0x1405d6b78	96	0x14019be5c	CEm037Shl02
0x1404dabd8	0x140516978	0x1405d6b78	208	0x14019be68	CEm037Shl02
0x1404dac20	0x1405169a0	0x1405d6ba0	0	0x14019d480	CEm037Shl02Ctrl
0x1404dac68	0x140516a40	0x1405d6ba0	96	0x14019d464	CEm037Shl02Ctrl
0x1404dad60	0x140516a68	0x1405d6ba0	208	0x14019d470	CEm037Shl02Ctrl
0x1404dadd0	0x140516a90	0x1405d6bc8	0	0x14019e340	CEm037Shl03
0x1404dae18	0x140516b30	0x1405d6bc8	96	0x14019e320	CEm037Shl03
0x1404daf10	0x140516b58	0x1405d6bc8	208	0x14019e32c	CEm037Shl03
0x1404dafd0	0x140516b80	0x1405d6bf0	0	0x14019eae0	CEm037Shl04
0x1404db018	0x140516c20	0x1405d6bf0	96	0x14019eabc	CEm037Shl04
0x1404db110	0x140516c48	0x1405d6bf0	208	0x14019eac8	CEm037Shl04
0x1404db158	0x140516c70	0x1405d6c18	0	0x14019f9d0	CEm037Shl04Ctrl
0x1404db1a0	0x140516d10	0x1405d6c18	96	0x14019f9b0	CEm037Shl04Ctrl
0x1404db298	0x140516d38	0x1405d6c18	208	0x14019f9bc	CEm037Shl04Ctrl
0x1404db360	0x140516d60	0x1405d6c40	0	0x1401a0230	CEm037Shl05
0x1404db3a8	0x140516e00	0x1405d6c40	96	0x1401a0218	CEm037Shl05
0x1404db4a0	0x140516e28	0x1405d6c40	208	0x1401a0224	CEm037Shl05
0x1404db4e8	0x140516e50	0x1405d6c68	0	0x1401a0a90	CEm037Shl05Ctrl
0x1404db530	0x140516ef0	0x1405d6c68	96	0x1401a0a6c	CEm037Shl05Ctrl
0x1404db628	0x140516f18	0x1405d6c68	208	0x1401a0a78	CEm037Shl05Ctrl
0x1404db698	0x140516f40	0x1405d6c90	0	0x1401a0e70	CEm037Shl07
0x1404db6e0	0x140516fe0	0x1405d6c90	96	0x1401a0e54	CEm037Shl07
0x1404db7d8	0x140517008	0x1405d6c90	208	0x1401a0e60	CEm037Shl07
0x1404db840	0x140517030	0x1405d6cb8	0	0x1401a19c0	CEm037ShlEffCtrl
0x1404db888	0x1405170d0	0x1405d6cb8	96	0x1401a19a4	CEm037ShlEffCtrl
0x1404db980	0x1405170f8	0x1405d6cb8	208	0x1401a19b0	CEm037ShlEffCtrl
0x1404dba18	0x140517120	0x1405d6ce0	0	0x1401a2210	CEmShl000
0x1404dba60	0x1405171c0	0x1405d6ce0	96	0x1401a21f4	CEmShl000
0x1404dbb58	0x1405171e8	0x1405d6ce0	208	0x1401a2200	CEmShl000
0x1404dbbf8	0x140517210	0x1405d6d00	0	0x1401a3910	CEmShl01
0x1404dbc40	0x1405172b0	0x1405d6d00	96	0x1401a38f0	CEmShl01
0x1404dbd38	0x1405172d8	0x1405d6d00	208	0x1401a38fc	CEmShl01
0x1404dbdd0	0x140517300	0x1405d6d40	0	0x1401a53e0	.?AV?$CList@VCNonPlayer@@@@
0x1404dbea8	0x140517378	0x1405d6d70	0	0x1401ac6a0	IFactoryEnemy
0x1404dbec0	0x1405173f0	0x1405d6d98	0	0x1401ac6a0	CFactoryEnemy
0x1404dbf58	0x140517470	0x1405d6dc0	0	0x1401b02e0	CHeartShl00
0x1404dbfa0	0x140517510	0x1405d6dc0	96	0x1401b02bc	CHeartShl00
0x1404dc098	0x140517538	0x1405d6dc0	208	0x1401b02c8	CHeartShl00
0x1404dc150	0x140517560	0x1405d6de8	0	0x1401b0f90	CHeartShl01
0x1404dc198	0x140517600	0x1405d6de8	96	0x1401b0f70	CHeartShl01
0x1404dc290	0x140517628	0x1405d6de8	208	0x1401b0f7c	CHeartShl01
0x1404dc2f0	0x140517650	0x1405d6e10	0	0x1401b5590	CHeartShl02
0x1404dc330	0x1405176d0	0x1405d6e38	0	0x1401b23a0	IHitMark
0x1404dc358	0x140517748	0x1405d6e58	0	0x1401b2370	CHitMark
0x1404dc388	0x1405177c8	0x1405d6e98	0	0x1401b46f0	CItemGet
0x1404dc3c0	0x140517898	0x1405d6eb8	0	0x1401b5590	CItemKey
0x1404dc428	0x140517920	0x1405d6ed8	0	0x1401b5bb0	CItemOrb
0x1404dc508	0x1405179a8	0x1405d6ef8	0	0x1401bd120	CMisSelect
0x1404dc530	0x140517a20	0x1405d5bf8	0	0x1401be460	INonPlayer
0x1404dc5e8	0x140517a48	0x1405d5bd0	0	0x1401be3f0	CNonPlayer
0x1404dc660	0x140517a70	0x1405d5bd0	96	0x1401be3d4	CNonPlayer
0x1404dc758	0x140517a98	0x1405d5bd0	208	0x1401be3e0	CNonPlayer
0x1404dc778	0x140517ac0	0x1405d5bd0	272	0x1401be3c8	CNonPlayer
0x1404dca28	0x140517ae8	0x1405d5c20	0	0x1401bff00	INonPlayerDeath
0x1404dca38	0x140517c10	0x1405d5ba8	0	0x1401bfe40	CNonPlayerDeath
0x1404dcaf8	0x140517c38	0x1405d5ba8	96	0x1401bfe24	CNonPlayerDeath
0x1404dcbf0	0x140517c60	0x1405d5ba8	208	0x1401bfe30	CNonPlayerDeath
0x1404dcc10	0x140517c88	0x1405d5ba8	272	0x1401bfe0c	CNonPlayerDeath
0x1404dccc8	0x140517cb0	0x1405d5ba8	384	0x1401bfe18	CNonPlayerDeath
0x1404dccd8	0x140517b10	0x1405d6f20	0	0x1401bfec0	CNonPlayerDeathEffect
0x1404dcd20	0x140517b90	0x1405d6f50	0	0x1401bfe80	CNonPlayerDeathEffect2
0x1404dcda0	0x140517cd8	0x1405d6f80	0	0x1401c9950	IPermitAttack
0x1404dcdd0	0x140517d50	0x1405d6fa8	0	0x1401c9920	CPermitAttack
0x1404dce50	0x140517dd0	0x1405d6fd0	0	0x1401c9b10	CPl000Shl00
0x1404dce98	0x140517e70	0x1405d6fd0	96	0x1401c9af4	CPl000Shl00
0x1404dcf90	0x140517e98	0x1405d6fd0	208	0x1401c9b00	CPl000Shl00
0x1404dd000	0x140517ec0	0x1405d6ff8	0	0x1401ca320	CPl000Shl01
0x1404dd048	0x140517f60	0x1405d6ff8	96	0x1401ca304	CPl000Shl01
0x1404dd140	0x140517f88	0x1405d6ff8	208	0x1401ca310	CPl000Shl01
0x1404dd258	0x140517fb0	0x1405d7020	0	0x1401cb070	CPl000Shl02
0x1404dd2a0	0x140518050	0x1405d7020	96	0x1401cb050	CPl000Shl02
0x1404dd398	0x140518078	0x1405d7020	208	0x1401cb05c	CPl000Shl02
0x1404dd438	0x1405180a0	0x1405d7048	0	0x1401cc090	CPl000Shl03
0x1404dd480	0x140518140	0x1405d7048	96	0x1401cc070	CPl000Shl03
0x1404dd578	0x140518168	0x1405d7048	208	0x1401cc07c	CPl000Shl03
0x1404dd5f8	0x140518190	0x1405d7070	0	0x1401ce1e0	CPl000Shl04
0x1404dd640	0x140518230	0x1405d7070	96	0x1401ce1c8	CPl000Shl04
0x1404dd738	0x140518258	0x1405d7070	208	0x1401ce1d4	CPl000Shl04
0x1404dd7b0	0x140518280	0x1405d7098	0	0x1401cf210	CPl000Shl05
0x1404dd7f8	0x140518320	0x1405d7098	96	0x1401cf1f8	CPl000Shl05
0x1404dd8f0	0x140518348	0x1405d7098	208	0x1401cf204	CPl000Shl05
0x1404dd960	0x140518370	0x1405d70c0	0	0x1401cf9e0	CPl000Shl06
0x1404dd9a8	0x140518410	0x1405d70c0	96	0x1401cf9c8	CPl000Shl06
0x1404ddaa0	0x140518438	0x1405d70c0	208	0x1401cf9d4	CPl000Shl06
0x1404ddb10	0x140518460	0x1405d70e8	0	0x1401d0b30	CPl000Shl07
0x1404ddb58	0x140518500	0x1405d70e8	96	0x1401d0b18	CPl000Shl07
0x1404ddc50	0x140518528	0x1405d70e8	208	0x1401d0b24	CPl000Shl07
0x1404ddcc8	0x140518550	0x1405d7110	0	0x1401d1390	CPl000Shl08
0x1404ddd10	0x1405185f0	0x1405d7110	96	0x1401d136c	CPl000Shl08
0x1404dde08	0x140518618	0x1405d7110	208	0x1401d1378	CPl000Shl08
0x1404dde78	0x140518640	0x1405d7138	0	0x1401d2200	CPl000Shl09
0x1404ddec0	0x1405186e0	0x1405d7138	96	0x1401d21e4	CPl000Shl09
0x1404ddfb8	0x140518708	0x1405d7138	208	0x1401d21f0	CPl000Shl09
0x1404de028	0x140518730	0x1405d7160	0	0x1401d36e0	CPl000Shl0a
0x1404de070	0x1405187d0	0x1405d7160	96	0x1401d36c0	CPl000Shl0a
0x1404de168	0x1405187f8	0x1405d7160	208	0x1401d36cc	CPl000Shl0a
0x1404de1f8	0x140518820	0x1405d7188	0	0x1401d42e0	CPl000Shl0b
0x1404de240	0x1405188c0	0x1405d7188	96	0x1401d42c0	CPl000Shl0b
0x1404de338	0x1405188e8	0x1405d7188	208	0x1401d42cc	CPl000Shl0b
0x1404de3f8	0x140518910	0x1405d71b0	0	0x1401d4df0	CPl000Shl0c
0x1404de440	0x1405189b0	0x1405d71b0	96	0x1401d4db8	CPl000Shl0c
0x1404de538	0x1405189d8	0x1405d71b0	208	0x1401d4dc4	CPl000Shl0c
0x1404de558	0x140518a00	0x1405d71d8	0	0x1401d4e60	CPl000Shl0cICE
0x1404de5a0	0x140518aa0	0x1405d71d8	96	0x1401d4dd0	CPl000Shl0cICE
0x1404de698	0x140518ac8	0x1405d71d8	208	0x1401d4ddc	CPl000Shl0cICE
0x1404de708	0x140518af0	0x1405d7200	0	0x1401d5ae0	CPl000Shl0d
0x1404de750	0x140518b90	0x1405d7200	96	0x1401d5ac0	CPl000Shl0d
0x1404de848	0x140518bb8	0x1405d7200	208	0x1401d5acc	CPl000Shl0d
0x1404de8c8	0x140518be0	0x1405d7228	0	0x1401d63e0	CPl000Shl0e
0x1404de910	0x140518c80	0x1405d7228	96	0x1401d63c0	CPl000Shl0e
0x1404dea08	0x140518ca8	0x1405d7228	208	0x1401d63cc	CPl000Shl0e
0x1404dea80	0x140518cd0	0x1405d7250	0	0x1401d7020	CPl000Shl0f
0x1404deac8	0x140518d70	0x1405d7250	96	0x1401d7004	CPl000Shl0f
0x1404debc0	0x140518d98	0x1405d7250	208	0x1401d7010	CPl000Shl0f
0x1404dec30	0x140518dc0	0x1405d7278	0	0x1401d7710	CPl000Shl10
0x1404dec78	0x140518e60	0x1405d7278	96	0x1401d76ec	CPl000Shl10
0x1404ded70	0x140518e88	0x1405d7278	208	0x1401d76f8	CPl000Shl10
0x1404dede0	0x140518eb0	0x1405d72a0	0	0x1401d8370	CPl021Shl00
0x1404dee28	0x140518f50	0x1405d72a0	96	0x1401d8350	CPl021Shl00
0x1404def20	0x140518f78	0x1405d72a0	208	0x1401d835c	CPl021Shl00
0x1404defe0	0x140518fa0	0x1405d72c8	0	0x1401d9730	CPl021Shl01
0x1404df028	0x140519040	0x1405d72c8	96	0x1401d9714	CPl021Shl01
0x1404df120	0x140519068	0x1405d72c8	208	0x1401d9720	CPl021Shl01
0x1404df190	0x140519090	0x1405d72f0	0	0x1401dc0c0	CPl021Shl02
0x1404df1d8	0x140519130	0x1405d72f0	96	0x1401dc0a0	CPl021Shl02
0x1404df2d0	0x140519158	0x1405d72f0	208	0x1401dc0ac	CPl021Shl02
0x1404df340	0x140519180	0x1405d7318	0	0x1401dc790	CPl021Shl03
0x1404df388	0x140519220	0x1405d7318	96	0x1401dc770	CPl021Shl03
0x1404df480	0x140519248	0x1405d7318	208	0x1401dc77c	CPl021Shl03
0x1404df748	0x140519270	0x1405d7340	0	0x1401de540	.?AV?$CList@VCLockOnTarget@@@@
0x1404df758	0x1405192e8	0x1405d7370	0	0x1401de570	CKeyBuffer
0x1404df768	0x1405198d0	0x1405d73d8	0	0x1401de720	IPlayer
0x1404df778	0x1405198f8	0x1405d73b8	0	0x1401de6e0	CPlayer
0x1404df868	0x140519920	0x1405d73b8	96	0x1401de528	CPlayer
0x1404df960	0x140519948	0x1405d73b8	208	0x1401de534	CPlayer
0x1404df980	0x140519970	0x1405d73b8	272	0x1401de51c	CPlayer
0x1404df990	0x140519360	0x1405d7398	0	0x1401de5e0	CPlDante
0x1404dfa80	0x1405194f8	0x1405d7398	96	0x1401de498	CPlDante
0x1404dfb78	0x140519520	0x1405d7398	208	0x1401de4a4	CPlDante
0x1404dfb98	0x140519548	0x1405d7398	272	0x1401de48c	CPlDante
0x1404dfba8	0x140519570	0x1405d73f8	0	0x1401de6a0	CPlVergil
0x1404dfc98	0x140519618	0x1405d73f8	96	0x1401de504	CPlVergil
0x1404dfd90	0x140519640	0x1405d73f8	208	0x1401de510	CPlVergil
0x1404dfdb0	0x140519668	0x1405d73f8	272	0x1401de4f8	CPlVergil
0x1404dfdc0	0x140519690	0x1405d7418	0	0x1401de620	CPlLady
0x1404dfeb0	0x140519738	0x1405d7418	96	0x1401de4bc	CPlLady
0x1404dffa8	0x140519760	0x1405d7418	208	0x1401de4c8	CPlLady
0x1404dffc8	0x140519788	0x1405d7418	272	0x1401de4b0	CPlLady
0x1404dffd8	0x1405197b0	0x1405d7438	0	0x1401de660	CPlNewVergil
0x1404e00c8	0x140519858	0x1405d7438	96	0x1401de4e0	CPlNewVergil
0x1404e01c0	0x140519880	0x1405d7438	208	0x1401de4ec	CPlNewVergil
0x1404e01e0	0x1405198a8	0x1405d7438	272	0x1401de4d4	CPlNewVergil
0x1404e0698	0x140519998	0x1405d7460	0	0x140227810	CPlayerWeapon
0x1404e0718	0x140519a30	0x1405d7460	96	0x1402277b0	CPlayerWeapon
0x1404e0810	0x140519a58	0x1405d7460	208	0x1402277bc	CPlayerWeapon
0x1404e0830	0x140519a80	0x1405d7488	0	0x1402277d0	CPlWp2Sword
0x1404e08b0	0x140519b20	0x1405d7488	96	0x140227798	CPlWp2Sword
0x1404e09a8	0x140519b48	0x1405d7488	208	0x1402277a4	CPlWp2Sword
0x1404e0a40	0x140519b70	0x1405d74b0	0	0x140228cb0	CPlWpFight
0x1404e0ac0	0x140519c10	0x1405d74b0	96	0x140228c8c	CPlWpFight
0x1404e0bb8	0x140519c38	0x1405d74b0	208	0x140228c98	CPlWpFight
0x1404e0ca0	0x140519c60	0x1405d74d8	0	0x1402298a0	CPlWpFoeceEdge
0x1404e0d20	0x140519d00	0x1405d74d8	96	0x14022987c	CPlWpFoeceEdge
0x1404e0e18	0x140519d28	0x1405d74d8	208	0x140229888	CPlWpFoeceEdge
0x1404e0ed8	0x140519e40	0x1405d7528	0	0x14022a190	CString
0x1404e0f18	0x140519d50	0x1405d7500	0	0x14022a150	CPlWpGuitar
0x1404e0f98	0x140519df0	0x1405d7500	96	0x14022a12c	CPlWpGuitar
0x1404e1090	0x140519e18	0x1405d7500	208	0x14022a138	CPlWpGuitar
0x1404e1128	0x140519ec0	0x1405d7548	0	0x14022b080	CPlWpGun
0x1404e11a8	0x140519f60	0x1405d7548	96	0x14022b064	CPlWpGun
0x1404e12a0	0x140519f88	0x1405d7548	208	0x14022b070	CPlWpGun
0x1404e1338	0x140519fb0	0x1405d7568	0	0x14022b9f0	CPlWpLadyGun
0x1404e13b8	0x14051a050	0x1405d7568	96	0x14022b9cc	CPlWpLadyGun
0x1404e14b0	0x14051a078	0x1405d7568	208	0x14022b9d8	CPlWpLadyGun
0x1404e1548	0x14051a0a0	0x1405d7590	0	0x14022c460	CPlWpLaser
0x1404e15c8	0x14051a140	0x1405d7590	96	0x14022c43c	CPlWpLaser
0x1404e16c0	0x14051a168	0x1405d7590	208	0x14022c448	CPlWpLaser
0x1404e1760	0x14051a190	0x1405d75b8	0	0x14022cec0	CPlWpNeroSword
0x1404e17e0	0x14051a230	0x1405d75b8	96	0x14022cea0	CPlWpNeroSword
0x1404e18d8	0x14051a258	0x1405d75b8	208	0x14022ceac	CPlWpNeroSword
0x1404e1970	0x14051a280	0x1405d75e0	0	0x14022d920	CPlWpNewVergilSword
0x1404e19f0	0x14051a320	0x1405d75e0	96	0x14022d8fc	CPlWpNewVergilSword
0x1404e1ae8	0x14051a348	0x1405d75e0	208	0x14022d908	CPlWpNewVergilSword
0x1404e1b80	0x14051a370	0x1405d7610	0	0x14022e820	CPlWpNunchaku
0x1404e1c00	0x14051a410	0x1405d7610	96	0x14022e804	CPlWpNunchaku
0x1404e1cf8	0x14051a438	0x1405d7610	208	0x14022e810	CPlWpNunchaku
0x1404e1d68	0x14051a460	0x1405d7638	0	0x140230060	CPlWpRifle
0x1404e1de8	0x14051a500	0x1405d7638	96	0x140230044	CPlWpRifle
0x1404e1ee0	0x14051a528	0x1405d7638	208	0x140230050	CPlWpRifle
0x1404e1f78	0x14051a550	0x1405d7660	0	0x140230670	CPlWpShotGun
0x1404e1ff8	0x14051a5f0	0x1405d7660	96	0x14023064c	CPlWpShotGun
0x1404e20f0	0x14051a618	0x1405d7660	208	0x140230658	CPlWpShotGun
0x1404e2190	0x14051a640	0x1405d7688	0	0x140231070	CPlWpSword
0x1404e2210	0x14051a6e0	0x1405d7688	96	0x14023104c	CPlWpSword
0x1404e2308	0x14051a708	0x1405d7688	208	0x140231058	CPlWpSword
0x1404e23a0	0x14051a730	0x1405d76b0	0	0x1402319f0	CPlWpVergilSword
0x1404e2420	0x14051a7d0	0x1405d76b0	96	0x1402319d0	CPlWpVergilSword
0x1404e2518	0x14051a7f8	0x1405d76b0	208	0x1402319dc	CPlWpVergilSword
0x1404e2588	0x14051a820	0x1405d76d8	0	0x1402323c0	CEffectBase
